,ApprovalFY,RetainedJob,UrbanRural,GrAppv,SBA_Appv,Approval_Year,Disbursement_Year,BankState_code,RevLineCr_code,LowDoc_code
27076,2006,2,1,0.006819215032580694,0.0040868222686404505,6,6,35,4,1
27077,2005,2,1,0.0074253674799212,0.004450095359186268,5,5,46,2,1
27078,2006,1,1,0.010456129716623732,0.006266460811915357,6,6,34,2,1
27079,1998,0,0,0.06122139718139113,0.05508128235400962,97,97,4,0,1
27080,1983,0,0,0.035308380057584486,0.042412133321224225,83,83,24,2,1
27081,2006,1,1,0.04530989543870284,0.02715466351829988,5,5,40,4,1
27082,1997,0,0,0.046522200333383855,0.0418672236854055,97,97,32,0,1
27083,2006,68,1,0.10592514017275345,0.06348197257288167,6,6,14,4,1
27084,2005,0,1,0.008637672374602213,0.005176641540277903,4,4,27,3,1
27085,2005,1,1,0.005909986361569935,0.0035419126328217233,5,5,14,4,1
27086,2006,4,1,0.0028792241248674043,0.0017255471800926344,6,6,40,4,1
27087,1998,0,0,0.037732989846946514,0.03396603396603396,98,98,24,0,1
27088,1997,0,0,0.04924988634641613,0.04431931704658977,97,97,47,0,1
27089,2005,8,1,0.013486891953326263,0.008082826264644447,5,5,40,2,1
27090,1997,0,0,0.008940748598272466,0.008627735900463172,97,97,19,2,2
27091,1998,0,0,0.2367479921200182,0.21287367178276267,97,98,14,2,1
27092,1998,0,0,0.06046370662221549,0.05440014530923622,97,99,36,2,1
27093,2006,6,1,0.005909986361569935,0.0035419126328217233,6,6,27,4,1
27094,2005,2,1,0.001363843006516139,0.00081736445372809,5,5,27,4,1
27095,1998,0,0,0.03015608425519018,0.02715466351829988,98,98,4,0,1
27096,2006,1,1,0.015002273071677528,0.00899100899100899,6,6,35,4,1
27097,1997,0,0,0.14835581148658888,0.13341204250295158,97,97,4,0,1
27098,2006,2,1,0.014396120624337023,0.008627735900463172,6,6,34,2,1
27099,2007,2,1,0.0028792241248674043,0.0017255471800926344,6,6,27,4,1
27100,1997,30,0,0.04318836187301107,0.05185723367541549,97,97,15,2,1
27101,2006,0,2,0.03015608425519018,0.018072836254654435,6,6,4,3,1
27102,2005,5,1,0.008940748598272466,0.005358278085550812,5,5,40,2,1
27103,1998,0,0,0.008940748598272466,0.008627735900463172,98,98,4,2,1
27104,2006,15,1,0.015002273071677528,0.00899100899100899,6,6,8,2,1
27105,1997,0,0,0.011365358387634491,0.010952683679956407,97,97,35,2,2
27106,2005,3,1,0.02106379754508259,0.012623739896467168,5,7,40,4,1
27107,2005,4,1,0.0028792241248674043,0.0017255471800926344,5,5,27,4,1
27108,2005,0,1,0.04530989543870284,0.02715466351829988,4,7,14,4,1
27109,1997,0,0,0.03015608425519018,0.018072836254654435,97,97,20,0,1
27110,1983,0,0,0.07107137445067435,0.08527835800563073,83,84,37,2,1
27111,1997,0,0,0.1210789513562661,0.1088911088911089,97,97,51,2,1
27112,2006,1,2,0.001363843006516139,0.001453092362183271,6,6,4,0,1
27113,1998,0,0,0.010456129716623732,0.006266460811915357,98,98,38,4,1
27114,2006,7,1,0.018033035308380057,0.010807374443738079,6,6,49,4,1
27115,2006,10,2,0.0028792241248674043,0.0017255471800926344,5,5,8,4,1
27116,1998,0,0,0.031974541597211706,0.02878939242575606,98,98,44,0,1
27117,2006,5,1,0.004394605243218669,0.002633729906457179,6,6,27,3,1
27118,2005,20,1,0.03015608425519018,0.018072836254654435,5,5,40,2,1
27119,2004,0,2,0.010456129716623732,0.010716556171101625,4,4,14,2,1
27120,2005,2,1,0.001363843006516139,0.00081736445372809,5,5,40,4,1
27121,1998,0,0,0.008637672374602213,0.008337117428026519,98,98,42,0,1
